URL,Headline,Content_Pubdate,Content_Subtitle,Content_Wrapper
https://www.mprnews.org/story/2023/08/22/minnesota-school-districts-are-struggling-to-find-teachers-fill-open-positions,"Minnesota school districts are struggling to find teachers, fill open positions","August 23, 2023 6:35 AM",NA,NA
https://www.mprnews.org/episode/2023/08/11/helping-teachers-in-minnesota-thrive,Helping teachers in Minnesota thrive,"August 14, 2023 1:42 PM",NA,NA
https://www.mprnews.org/story/2023/11/21/minneota-teacher-contract-deals-remain-elusive,Teacher contract deals remain elusive in most Minnesota districts,"November 21, 2023 4:00 AM",NA,NA
https://www.mprnews.org/episode/2023/08/21/minnesotas-teacher-of-the-year-on-building-community-with-students,Minnesota’s Teacher of the Year: 'Make students feel like they matter',"August 22, 2023 11:20 AM",NA,NA
https://www.mprnews.org/story/2023/11/15/minnesota-teachers-learn-new-ways-to-bring-nature-into-the-classroom,Minnesota teachers learn new ways to bring nature into the classroom,"November 15, 2023 4:00 AM",NA,NA
https://www.mprnews.org/story/2023/09/28/teachers-union-advocacy-groups-warn-of-extremist-school-board-candidates,"Teachers union, advocacy groups warn of ‘extremist’ school board candidates","September 28, 2023 6:31 PM",NA,NA
https://www.mprnews.org/story/2022/07/11/sahan-three-minnesota-teachers-of-color-reveal-why-they-quit,Three Minnesota teachers of color reveal why they quit,"July 11, 2022 12:35 PM",NA,NA
https://www.mprnews.org/story/2022/07/11/sahan-minnesotas-2020-teacher-of-the-year-leaves-the-classroom,Minnesota’s 2020 Teacher of the Year leaves the classroom,"July 11, 2022 11:52 AM",NA,NA
https://www.mprnews.org/story/2023/11/30/minneapolis-teachers-union-backs-off-israelhamas-statement,Minneapolis teachers union backs off Israel-Hamas statement,"November 30, 2023 7:01 PM",NA,NA
https://www.mprnews.org/story/2023/07/19/with-federal-threat-looming-minnesota-proposes-new-plan-for-special-education-teachers,"With federal threat looming, Minnesota proposes new plan for special education teachers","July 19, 2023 5:41 PM",NA,NA
https://www.mprnews.org/episode/2023/07/11/minnesotas-special-ed-teachers-are-out-of-compliance-and-at-risk-of-losing-funding,Minnesota's special ed teachers are out of compliance — and at risk of losing funding,"July 11, 2023 1:54 PM",NA,NA
https://www.mprnews.org/story/2022/03/11/what-minneapolis-teachers-are-asking-for-and-why-the-district-says-it-cant-afford-it,"What Minneapolis teachers are asking for, and why the district says it can’t afford it","March 11, 2022 4:00 AM",NA,NA
https://www.mprnews.org/story/2023/08/16/indigenous-history-is-one-of-the-newest-requirements-in-minnesota-classrooms,Indigenous history is one of the newest requirements in Minnesota classrooms,"August 16, 2023 11:43 AM",NA,NA
https://www.mprnews.org/story/2022/03/25/tentative-agreement-reached-to-end-minneapolis-educators-strike,Deal reached to end Minneapolis teachers strike; classes expected to restart Tuesday,"March 25, 2022 5:11 AM",NA,NA
https://www.mprnews.org/episode/2022/07/14/minnesotas-2020-teacher-of-the-year-on-leaving-the-classroom,Minnesota's 2020 Teacher of the Year on leaving the classroom,"July 14, 2022 11:19 AM",NA,NA
https://www.mprnews.org/story/2023/10/18/as-minnesota-schools-begin-annual-october-break-just-what-is-mea-weekend,"As Minnesota schools begin annual October break, just what is 'MEA weekend'?","October 18, 2023 1:53 PM",NA,NA
https://www.mprnews.org/episode/2022/12/14/why-is-minnesota-failing-to-draw-bipoc-teachers-from-outstate-markus-flynn-has-some-ideas,Why is Minnesota failing to draw BIPOC teachers from out-state?,"December 14, 2022 12:19 PM",NA,NA
https://www.mprnews.org/episode/2023/04/05/strike-looks-back-at-the-legendary-1970-minneapolis-teachers-strike,'Strike!' looks back at the legendary 1970 Minneapolis teacher's strike,"April 5, 2023 11:48 AM",NA,NA
https://www.mprnews.org/story/2022/09/12/to-plug-worker-shortage-willmar-hires-teachers-from-abroad,"To plug worker shortage, Willmar hires teachers from abroad ","September 12, 2022 4:00 AM",NA,NA
https://www.mprnews.org/story/2022/03/11/what-minneapolis-teachers-are-asking-for-and-why-the-district-says-it-cant-afford-it,"What Minneapolis teachers are asking for, and why the district says it can’t afford it","March 11, 2022 4:00 AM",NA,NA
https://www.mprnews.org/story/2022/07/11/sahan-three-minnesota-teachers-of-color-reveal-why-they-quit,Three Minnesota teachers of color reveal why they quit,"July 11, 2022 12:35 PM",NA,NA
https://www.mprnews.org/story/2022/03/25/tentative-agreement-reached-to-end-minneapolis-educators-strike,Deal reached to end Minneapolis teachers strike; classes expected to restart Tuesday,"March 25, 2022 5:11 AM",NA,NA
https://www.mprnews.org/story/2022/03/08/classes-canceled-picket-lines-begin-as-minneapolis-teachers-go-on-strike,"Minneapolis teachers strike: More talks planned, but no deal imminent","March 8, 2022 11:01 AM",NA,NA
https://www.mprnews.org/story/2022/03/07/minneapolis-teachers-to-strike-after-talks-fail,"Minneapolis teachers begin strike, St. Paul educators and district reach tentative agreement","March 7, 2022 5:59 PM",NA,NA
https://www.mprnews.org/story/2022/03/24/minneapolis-teachers-union-strike-deal-may-be-near,"District officials, union leaders say deal close to end Minneapolis teachers strike","March 24, 2022 11:11 AM",NA,NA
https://www.mprnews.org/episode/2022/02/28/how-educator-burnout-and-stress-is-playing-out-in-minnesota-schools,How educator burnout and stress is playing out in Minnesota schools,"March 1, 2022 11:00 AM",NA,NA
https://www.mprnews.org/story/2022/03/18/hopeful-signs-emerge-in-negotiations-on-day-10-of-mpls-teacher-strike,Hopeful signs emerge in negotiations on Day 9 of Mpls. teacher strike,"March 18, 2022 4:40 PM",NA,NA
https://www.mprnews.org/story/2022/03/17/mpls-teachers-strike-of-1970-changed-education-across-the-state,Mpls. teachers strike of 1970 changed education across the state,"March 17, 2022 4:00 AM",NA,NA
https://www.mprnews.org/story/2020/10/12/union-survey-finds-nearly-onethird-of-mn-teachers-want-to-quit,Union survey finds nearly one-third of MN teachers want to quit,"October 12, 2020 3:35 PM",NA,NA
https://www.mprnews.org/episode/2022/12/21/can-minnesota-schools-do-better-at-teaching-kids-to-read,Can Minnesota schools do better at teaching kids to read?  ,"December 22, 2022 11:00 AM",NA,NA
https://www.mprnews.org/story/2023/02/07/chatgpt-is-gaining-the-attention-of-minnesota-educators-heres-why,ChatGPT is gaining the attention of Minnesota educators. Here’s why,"February 7, 2023 4:58 AM",NA,NA
https://www.mprnews.org/story/2022/03/17/mpls-teachers-strike-of-1970-changed-education-across-the-state,Mpls. teachers strike of 1970 changed education across the state,"March 17, 2022 4:00 AM",NA,NA
https://www.mprnews.org/story/2023/05/19/minnesota-students-will-learn-to-read-in-a-new-way,Experts say Read Act is a major investment in literacy education,"May 19, 2023 1:52 PM",NA,NA
https://www.mprnews.org/story/2022/11/05/reading-writing-and-legislating-educators-of-color-seek-to-shape-minnesota-schools,"Reading, writing, and legislating: Educators of color seek to shape Minnesota schools from the state Capitol","November 5, 2022 8:53 AM",NA,NA
https://www.mprnews.org/story/2022/03/24/minneapolis-teachers-union-strike-deal-may-be-near,"District officials, union leaders say deal close to end Minneapolis teachers strike","March 24, 2022 11:11 AM",NA,NA
https://www.mprnews.org/episode/2022/12/15/school-year-halftime-what-were-learning-about-covid-learning-loss,COVID learning loss in Minnesota schools: Five things you should know,"December 15, 2022 10:00 AM",NA,NA
https://www.mprnews.org/story/2022/03/16/st-paul-teachers-vote-on-tentative-contract-as-negotiations-continue-in-minneapolis,"St. Paul teachers endorse tentative contract, as negotiations continue in Minneapolis","March 16, 2022 5:40 AM",NA,NA
https://www.mprnews.org/story/2020/08/07/many-minnesota-teachers-wary-of-returning-to-the-classroom,Many Minnesota teachers wary of returning to the classroom,"August 7, 2020 4:00 AM",NA,NA
https://www.mprnews.org/story/2022/07/08/program-helps-educators-accurately-teach-native-american-content-in-classrooms,Program helps educators accurately teach Native American content in classrooms,"July 11, 2022 7:00 AM",NA,NA
https://www.mprnews.org/story/2022/03/07/minneapolis-teachers-to-strike-after-talks-fail,"Minneapolis teachers begin strike, St. Paul educators and district reach tentative agreement","March 7, 2022 5:59 PM",NA,NA
https://www.mprnews.org/story/2018/05/10/minnesota-teachers-share-which-teachers-they-appreciate,Minnesota teachers share stories of the teachers who energized them,"May 10, 2018 8:57 AM",NA,NA
https://www.mprnews.org/story/2017/02/07/career-technical-teachers-in-short-supply-in-minnesota-schools,"Career, technical teachers in short supply at Minnesota schools","February 7, 2017 8:00 AM",NA,NA
https://www.mprnews.org/story/2022/03/29/minneapolis-students-return-to-class-after-3week-teacher-strike,Minneapolis students return to class after 3-week teacher strike,"March 29, 2022 12:25 PM",NA,NA
https://www.mprnews.org/story/2017/03/27/minnesota-teacher-shortage-real-but-complicated,"Minnesota's teacher shortage: Real, complicated","March 27, 2017 11:50 AM",NA,NA
https://www.mprnews.org/story/2017/06/14/new-rules-to-make-teacher-requirements-more-flexible,New rules will make teacher requirements more flexible,"June 14, 2017 4:00 AM",NA,NA
https://www.mprnews.org/story/2020/08/07/meet-minnesotas-teacher-of-the-year-first-somali-american-to-win-honor,"Meet Minnesota's Teacher of the Year, first Somali American to win honor","August 7, 2020 6:48 AM",NA,NA
https://www.mprnews.org/story/2017/02/03/why-cant-minnesota-hold-onto-its-teachers,Why can’t Minnesota hold onto its teachers?,"February 3, 2017 12:57 AM",NA,NA
https://www.mprnews.org/story/2022/03/08/classes-canceled-picket-lines-begin-as-minneapolis-teachers-go-on-strike,"Minneapolis teachers strike: More talks planned, but no deal imminent","March 8, 2022 11:01 AM",NA,NA
https://www.mprnews.org/story/2022/03/13/no-deal-to-end-minneapolis-teachers-strike-as-new-school-week-looms,No deal in sight to end Minneapolis teachers' strike as new school week looms,"March 13, 2022 4:15 PM",NA,NA
https://www.mprnews.org/story/2022/03/27/minneapolis-educators-approve-contract-classes-set-to-resume-tuesday,"Minneapolis educators approve contract, classes set to resume Tuesday","March 27, 2022 7:30 PM",NA,NA
https://www.mprnews.org/story/2007/10/18/abuse,"Rarely, Minn. teachers in misconduct cases return to classrooms","October 21, 2007 1:00 AM",NA,NA
https://www.mprnews.org/story/2022/02/23/minneapolis-st-paul-educators-say-theyll-file-intent-to-strike,"Minneapolis, St. Paul teachers could strike starting March 8","February 23, 2022 8:16 AM",NA,NA
https://www.mprnews.org/story/2014/10/07/minnesota-schools-background-checks,Four questions: Can background checks prevent teacher misconduct?,"October 7, 2014 5:11 PM",NA,NA
https://www.mprnews.org/episode/2023/11/28/minnesota-supreme-court-marks-historic-firsts-anokahennepin-teacher-union-files-for-mediation,Minnesota Supreme Court marks historic firsts; Anoka-Hennepin teachers union seeks mediation,"November 28, 2023 6:15 AM",NA,NA
https://www.mprnews.org/story/2009/03/06/minnesotas-longest-serving-teachers,Minnesota's longest-serving teachers,"March 6, 2009 4:03 AM",NA,NA
https://www.mprnews.org/story/2022/03/10/talks-set-to-resume-as-minneapolis-teachers-strike-extends-into-third-day,Talks resume as Minneapolis teachers' strike extends into third day,"March 10, 2022 7:00 AM",NA,NA
https://www.mprnews.org/story/2022/02/17/voting-closes-thursday-in-minneapolis-st-paul-teacher-strike,"Voting closes Thursday for teacher strikes in Minneapolis, St. Paul","February 17, 2022 11:32 AM",NA,NA
https://www.mprnews.org/story/2018/09/25/one-week-window-opens-for-teachers-to-opt-out-of-union-dues,One week window opens for teachers to opt out of union dues,"September 26, 2018 2:50 PM",NA,NA
https://www.mprnews.org/story/2023/11/16/post-bulletin-rochester-teachers-march-for-smaller-class-sizes,Rochester teachers march for smaller class sizes,"November 16, 2023 1:55 PM",NA,NA
https://www.mprnews.org/story/2020/01/29/most-mn-teacher-prep-programs-expose-educators-to-science-of-reading,Most MN teacher prep programs expose educators to science of reading,"January 29, 2020 4:00 AM",NA,NA
https://www.mprnews.org/story/2019/02/12/bill-aims-to-get-more-teachers-of-color-in-minnesota-classrooms,Bill aims to get more teachers of color in Minnesota classrooms,"February 12, 2019 6:55 AM",NA,NA
https://www.mprnews.org/story/2023/10/10/minnesota-native-reading-project-teaches-present-tense-of-indigenous-lives,Minnesota Native reading project teaches 'present tense' of Indigenous lives,"October 10, 2023 4:00 AM",NA,NA
https://www.mprnews.org/story/2015/06/16/teacher-licensure,Out-of-state educators sue teaching board over licensing process,"June 16, 2015 11:30 AM",NA,NA
https://www.mprnews.org/episode/2023/11/15/superintendent-rochester-public-schools-faces-10m-in-cuts-after-failed-referendum,Superintendent: Rochester Public Schools faces $10M in cuts after failed referendum,"November 15, 2023 1:20 PM",NA,NA
https://www.mprnews.org/story/2019/05/05/jessica-davis-minnesota-teacher-of-the-year,South St. Paul educator named Minnesota Teacher of the Year,"May 5, 2019 3:20 PM",NA,NA
https://www.mprnews.org/story/2023/12/04/inside-one-rochester-classroom-a-peek-into-the-future-of-reading-instruction,"Inside one Rochester classroom, a peek into the future of reading instruction","December 4, 2023 4:00 AM",NA,NA
https://www.mprnews.org/story/2023/11/09/minnesota-voters-backed-school-funding-unionendorsed-candidates-at-the-polls,"Minnesota voters backed school funding, union-endorsed candidates at the polls","November 9, 2023 4:00 AM",NA,NA
https://www.mprnews.org/story/2016/03/14/education-minnesota-teacher-shortage-report,Education Minnesota report calls for more teacher diversity,"March 14, 2016 3:46 PM",NA,NA
https://www.mprnews.org/story/2023/11/01/americas-government-teacher-gives-lesson-on-war-people-are-not-their-governments,Former Duluth teacher shares tips on talking to students about Israel-Hamas War,"November 1, 2023 6:00 AM",NA,NA
https://www.mprnews.org/story/2017/11/17/former-minnesota-teachers-join-discussion-federal-school-discipline-policy,Former Minnesota teachers join discussion on federal school discipline policy,"November 17, 2017 12:13 PM",NA,NA
https://www.mprnews.org/story/2020/12/17/how-black-male-teachers-in-minnesota-are-recruiting-others-to-the-profession,‘Who you are is valuable’: How Black male teachers in Minnesota are recruiting others to the profession,"December 17, 2020 4:10 PM",NA,NA
https://www.mprnews.org/story/2020/03/15/school-closure-announcement-teachers-and-districts-across-minnesota-get-to-work,"After school-closure announcement, teachers and districts across Minnesota get to work","March 16, 2020 4:00 AM",NA,NA
https://www.mprnews.org/episode/2022/07/25/the-power-of-black-male-educators,The power of Black male educators,"July 26, 2022 11:30 AM",NA,NA
https://www.mprnews.org/episode/2022/03/17/a-minneapolis-parent-and-a-teacher-talk-about-the-impact-of-the-teachers-strike,A Minneapolis parent and a teacher talk about the impact of the teachers strike,"March 17, 2022 2:24 PM",NA,NA
https://www.mprnews.org/story/2011/03/14/teacher-strike-ban,Senate committee passes teachers union strike ban,"March 14, 2011 7:57 PM",NA,NA
https://www.mprnews.org/story/2019/04/26/its-pink-slip-time-for-teachers,It’s pink slip time for teachers,"April 26, 2019 2:04 AM",NA,NA
https://www.mprnews.org/story/2014/01/24/task-force-wants-to-scrap-minn-teacher-tests,Task force wants to scrap Minn. teacher tests,"January 24, 2014 12:42 PM",NA,NA
https://www.mprnews.org/story/2007/10/12/midday1,"Two Minnesota teachers $25,000 richer","October 12, 2007 11:00 AM",NA,NA
https://www.mprnews.org/story/2010/12/08/teachers-comp-pay,More schools join teacher merit pay program,"December 8, 2010 12:06 PM",NA,NA
https://www.mprnews.org/story/2018/12/13/teachersofcolor,Minnesota students pay the price for a lack of diverse teachers,"December 13, 2018 2:17 PM",NA,NA
https://www.mprnews.org/story/2013/12/23/new-evaluations-put-minnesota-teachers-to-the-test,New evaluations put Minnesota teachers to the test,"December 23, 2013 9:00 PM",NA,NA
https://www.mprnews.org/story/2021/02/01/judges-emergency-reprieve-sides-with-minneapolis-teachers,Judge’s emergency reprieve sides with Minneapolis teachers ,"February 1, 2021 4:02 PM",NA,NA
https://www.mprnews.org/story/2012/02/13/teacher-basic-exam-bill,Bill would require new teachers to pass basic skills exam,"February 13, 2012 2:50 PM",NA,NA
https://www.mprnews.org/story/2011/01/04/mpls-broadway-school,Mpls district investigates teacher license problems at Broadway High,"January 4, 2011 4:18 PM",NA,NA
https://www.mprnews.org/story/2013/10/22/minnesotas-teacher-of-the-year-decries-tyranny-of-the-1-percent,Minnesota’s teacher of the year decries ‘tyranny of the 1 percent’,"October 22, 2013 8:54 AM",NA,NA
https://www.mprnews.org/story/2017/12/13/stpaul-teachers-want-companies-to-pay-more-for-schools,"St. Paul teachers want companies, nonprofits to pay more for schools","December 13, 2017 5:42 PM",NA,NA
https://www.mprnews.org/story/2012/12/17/daily-circuit-minn-school-safety,School shootings: Are Minnesota schools prepared?,"December 17, 2012 7:10 AM",NA,NA
https://www.mprnews.org/story/2019/01/17/special-education-paperwork-minnesota-legislation,"GOP, DFL lawmakers seek to trim special ed paperwork","January 17, 2019 4:30 PM",NA,NA
https://www.mprnews.org/story/2008/05/04/hopkins-teacher-is-teacher-of-the-year,Hopkins teacher is teacher of the year,"May 4, 2008 7:29 PM",NA,NA
https://www.mprnews.org/story/2023/01/11/minnesota-lawmakers-prep-list-of-education-priorities-for-2023,Minnesota lawmakers prep list of education priorities for 2023,"January 11, 2023 4:00 AM",NA,NA
https://www.mprnews.org/story/2012/01/03/school-district-teacher-contracts,104 Minn. school districts reach deals with teachers,"January 3, 2012 1:27 PM",NA,NA
https://www.mprnews.org/story/2023/07/25/districts-focus-on-mental-health-teacher-training-to-raise-student-achievement,"Districts focus on mental health, teacher training to boost student achievement ","July 25, 2023 4:00 AM",NA,NA
https://www.mprnews.org/story/2011/03/24/one-on-one-teacher-tenure,One on one: Legislators debate changes to teacher tenure system,"March 24, 2011 9:44 AM",NA,NA
https://www.mprnews.org/story/2018/11/21/minnesota-science-education-standard-climate-change-human-caused,Minnesota proposes teaching climate change as human-caused,"November 21, 2018 2:49 PM",NA,NA
https://www.mprnews.org/story/2023/07/28/new-law-allows-minnesota-students-to-opt-out-of-shooter-drills,New law allows Minnesota students to opt out of shooter drills,"July 28, 2023 4:00 AM",NA,NA
https://www.mprnews.org/story/2012/07/16/daily-circuit-teacher-residency-twin-cities,Teacher residency program debuts in Twin Cities,"July 16, 2012 9:26 AM",NA,NA
https://www.mprnews.org/episode/2020/01/29/davis-teaching-teachers-how-to-teach-reading, Teaching teachers how to teach reading,"January 29, 2020 2:51 PM",NA,NA
https://www.mprnews.org/story/2012/09/18/daily-circuit-minnesota-teacher-evaluation,Comparing Minnesota's and Chicago's proposed teacher evaluation systems,"September 18, 2012 8:48 AM",NA,NA
https://www.mprnews.org/story/2006/02/27/eslteachers,Program helps immigrants become teachers,"February 27, 2006 6:18 PM",NA,NA
https://www.mprnews.org/story/2009/08/31/midday1,Teachers give back-to-school tips,"August 31, 2009 9:16 AM",NA,NA
https://www.mprnews.org/story/2018/04/20/npr-why-more-than-a-million-teachers-cant-use-social-security,Why more than a million teachers can't use Social Security,"April 20, 2018 10:02 AM",NA,NA
https://www.mprnews.org/story/2010/01/14/teacher-contracts-deadline,"Minn. districts, teachers scramble for contracts","January 14, 2010 5:53 PM",NA,NA
https://www.mprnews.org/story/2016/04/06/bridging-the-gap-race-disparities-education,"Bridging the gap: When the teachers are white, but the students are not","April 6, 2016 4:07 PM",NA,NA
https://www.mprnews.org/story/2008/03/11/unionads,Minneapolis among targets of new anti-union campaign,"March 11, 2008 11:18 AM",NA,NA
https://www.mprnews.org/story/2018/12/11/teaching-climate-science-standards,"Teachers back new MN climate education standards, but topic's still hot","December 11, 2018 4:00 AM",NA,NA
https://www.mprnews.org/story/2009/12/29/bush-teacher-initiative,Minn. colleges ready to begin teacher prep programs in 2010,"December 30, 2009 3:00 AM",NA,NA
https://www.mprnews.org/story/2008/09/23/pawlenty-renews-push-to-change-teaching-rules,Pawlenty renews push to change teaching rules,"September 23, 2008 9:31 AM",NA,NA
https://www.mprnews.org/story/2011/10/20/mn-teacher-of-the-year-scores-lunch-with-dayton,MN Teacher of the Year scores lunch with Dayton,"October 20, 2011 8:46 AM",NA,NA
https://www.mprnews.org/story/2019/01/02/minnesota-education-chiefs-5-lessons-learned,Minnesota education chief's 5 lessons learned,"January 2, 2019 5:52 PM",NA,NA
https://www.mprnews.org/story/2020/05/29/minneapolis-school-board-calls-on-district-to-cut-ties-with-city-police,"Minneapolis school board, teacher union call on district to cut ties with police","May 29, 2020 8:00 PM",NA,NA
https://www.mprnews.org/story/2013/08/04/minn-teachers-union-plans-forums-on-future-of-workforce,Minn. teachers union plans forums on future of workforce,"August 4, 2013 9:28 AM",NA,NA
https://www.mprnews.org/story/2012/12/19/minn-teachers-reflect-on-newtown-conn-shooting,"Minn. teachers reflect on Newtown, Conn. shooting","December 19, 2012 11:47 AM",NA,NA
https://www.mprnews.org/story/2013/06/14/teach-for-america-denied-group-teaching-licenses,Teach for America denied group teaching licenses,"June 14, 2013 12:53 PM",NA,NA
https://www.mprnews.org/story/2018/02/01/st-paul-teachers-authorize-strike,St. Paul teachers authorize strike,"February 1, 2018 6:17 AM",NA,NA
https://www.mprnews.org/story/2023/10/13/proposed-new-standards-would-change-how-minnesota-students-learn-social-studies,Proposed new standards would change how Minnesota students learn social studies,"October 13, 2023 11:30 AM",NA,NA
https://www.mprnews.org/story/2014/03/11/lawmakers-consider-scrapping-teacher-licensure-test,Lawmakers consider scrapping teacher licensure test,"March 11, 2014 5:45 PM",NA,NA
https://www.mprnews.org/story/2018/04/24/probationary-teachers-get-the-boot-in-moorhead,Probationary teachers get the boot in Moorhead,"April 24, 2018 4:53 AM",NA,NA
https://www.mprnews.org/story/2023/10/26/minnetonka-isd-276-school-board-election-2023,Minnetonka ISD 276: School board election 2023,"October 27, 2023 10:13 AM",NA,NA
https://www.mprnews.org/story/2016/03/04/auditor-minnesota-teacher-licensing-system-broken,Auditor: Minnesota teacher licensing system 'broken',"March 4, 2016 10:48 AM",NA,NA
https://www.mprnews.org/story/2018/02/15/st-paul-teachers-deal-leaves-much-of-unions-wishlist-unfulfilled,St. Paul teachers deal leaves much of union's wish list unfulfilled,"February 15, 2018 2:55 PM",NA,NA
https://www.mprnews.org/story/2017/09/05/court-upholds-dismissal-of-challenge-to-teacher-tenure-law,Court upholds dismissal of challenge to teacher tenure law,"September 5, 2017 3:33 PM",NA,NA
https://www.mprnews.org/story/2022/03/23/last-best-final-offers-but-strike-continues-with-no-negotiation-meetings-scheduled,"'Last, best, final' offers, but strike continues with no negotiation meetings scheduled","March 23, 2022 4:55 PM",NA,NA
https://www.mprnews.org/story/2019/08/14/native-american-tour-teachers-historical-trauma,Native American tour is designed to educate teachers on historical trauma,"August 14, 2019 4:00 AM",NA,NA
https://www.mprnews.org/story/2011/01/27/teachers-license,Minn. House considers new ways to license teachers,"January 27, 2011 6:28 AM",NA,NA
https://www.mprnews.org/episode/2022/11/29/with-a-new-democratic-majority-how-will-the-2022-election-impact-school-funding-in-minnesota,What will school funding look like in Minnesota in 2023?,"November 29, 2022 12:08 PM",NA,NA
https://www.mprnews.org/story/2009/08/13/student-harassed,School district pays student who was harassed by teachers,"August 13, 2009 12:53 PM",NA,NA
https://www.mprnews.org/story/2020/03/26/minnesota-schools-are-closed-until-early-may-here-are-9-things-you-need-to-know,Minnesota schools are closed until early May: Here are 9 things you need to know,"March 26, 2020 4:59 PM",NA,NA
https://www.mprnews.org/story/2023/05/16/minnesota-house-passes-22-billion-in-new-school-funding-next-stop-senate,Minnesota Senate and House pass $2.2 billion in new school funding,"May 16, 2023 5:50 PM",NA,NA
https://www.mprnews.org/story/2008/10/16/schooldays,School's out for two days; teachers gather at convention,"October 16, 2008 10:11 AM",NA,NA
https://www.mprnews.org/story/2023/03/17/gov-signs-universal-school-meals-bill-into-law,Walz signs universal school meals bill into Minnesota law,"March 17, 2023 3:36 PM",NA,NA
https://www.mprnews.org/story/2011/07/29/supports-hop-new-law-increases-number-of-nontraditional-teachers,Supporters hope new law increases number of non-traditional teachers,"August 1, 2011 5:00 AM",NA,NA
https://www.mprnews.org/story/2013/04/05/state-still-waiting-for-teacher-candidates-two-years-into-alternative-system,State still waiting for teacher candidates two years into alternative system,"April 5, 2013 4:00 AM",NA,NA
https://www.mprnews.org/story/2009/10/29/referenda,Teachers union supports school funding ballot measures,"October 29, 2009 1:00 PM",NA,NA
https://www.mprnews.org/story/2013/09/24/minneapolis-teachers-union-wants-contract-talks-in-private,Minneapolis teachers union wants contract talks in private,"September 24, 2013 7:26 AM",NA,NA
https://www.mprnews.org/story/2013/03/20/teachers-facing-achievement-gap-try-cross-race-connections,Teachers facing achievement gap try cross-race connections,"March 20, 2013 4:00 AM",NA,NA
https://www.mprnews.org/story/2019/10/17/survey-finds-mn-students-feel-less-safe-less-healthy,"New survey finds Minnesota students feel less safe, less healthy","October 17, 2019 4:43 PM",NA,NA
https://www.mprnews.org/story/2010/07/14/teachers-job-market,Teachers anxious as job market tightens,"July 14, 2010 3:45 PM",NA,NA
https://www.mprnews.org/story/2013/08/27/hot-schools,Mpls. teachers say it's too hot for school,"August 27, 2013 7:17 PM",NA,NA
https://www.mprnews.org/story/2008/05/05/midday1,Teacher of the Year,"May 5, 2008 12:00 AM",NA,NA
https://www.mprnews.org/story/2013/01/08/daily-circuit-studentsfirst,Minnesota education policies get a D,"January 7, 2013 4:17 PM",NA,NA
https://www.mprnews.org/episode/2022/12/09/what-a-year-its-been-for-strikes-almost-strikes-and-union-organizing,'It's a human rights issue': The year of Minnesota strikes and union organizing,"December 12, 2022 11:30 AM",NA,NA
https://www.mprnews.org/story/2012/04/15/minneapolis-teachers-approve-new-contract,Mpls. teachers approve new contract,"April 15, 2012 10:48 AM",NA,NA
https://www.mprnews.org/episode/2023/08/10/fall-classes-begin-next-month-have-schools-staffed-up,Fall classes begin next month. Have Minnesota schools staffed up?,"August 10, 2023 11:04 AM",NA,NA
https://www.mprnews.org/story/2007/05/07/midday1,Japanese language teacher wins union's top honor,"May 7, 2007 11:00 AM",NA,NA
https://www.mprnews.org/story/2008/07/22/teacher,New Minn. Teacher of the Year to be announced,"July 22, 2008 7:28 AM",NA,NA
https://www.mprnews.org/episode/2023/01/09/this-weeks-science-news-with-jill-jensen,Ask a science teacher with Jill Jensen,"January 9, 2023 11:48 AM",NA,NA
